title,price,location,bedrooms,bathrooms,sqft,url,post_id,posted_date,updated_date,address,latitude,longitude,housing_type,laundry,parking,description,attributes,image_count
"2BD 2BA, Located in Foster City, Assigned Parking","$3,945",,2,,960,https://sfbay.craigslist.org/pen/apa/d/san-mateo-2bd-2ba-located-in-foster/7923783565.html,7923783565,2026-03-26T17:17:27-0700,2026-04-05T19:35:20-0700,1055 Foster City Boulevard,37.553800,-122.270000,apartment,,carport,"1055 Foster City Boulevard, Foster City, CA 94404 Set among the shimmering Foster City lagoons, Shadow Cove offers resort-style living in one of the most coveted Bay Area cities. We offer beautiful 1 and 2 bedroom floor plans complete with renovated interiors that boast hardwood-style floors, stone counters, stainless appliances, walk- in closets, and large patios and balconies with lagoon views. Amenities Include: Well Maintained Property Grounds Serene Courtyard Views Beautiful Waterfront Living Stunning Lagoon Views Crystal Swimming Pool LargePatios and Balconies Complimentary Wi-Fi in Common Areas Stone Counters Parking Comment: We offer assigned parking for residents. Please contact our Leasing Center for our complete parking policy. Walk-In Closets Comprehensive Strength & Fitness Center Assigned Parking Call: show contact info For more information, visit us at: https://livewres.com/cncctjpa/shadow-cove *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Contact us today for the most up-to-date information!",2BR / 2Ba | 960ft2 | rent period: | monthly | apartment | w/d in unit | carport | no smoking,10
"Two cabins in paradise/$1,500 each","$1,500",,1,,650,https://sfbay.craigslist.org/nby/apa/d/branscomb-two-cabins-in-paradise-1500/7922907507.html,7922907507,2026-03-22T17:08:19-0700,2026-04-05T19:34:02-0700,,39.694900,-123.552700,house,laundry on site,off-street parking,"Two newly remodeled houses in the redwoods. Perfect for small sustainable farm (water is included) or remote worker. Houses are on county road, 25 minutes to 101 25 min to hwy 1 garbage service available. High speed Internet, cable TV, deliveries available: ups, amazon, great phone service perfect for remote worker, Writer or nature lover or farmer.  land available!",1BR / 1Ba | 650ft2 | rent period: | monthly | cats are OK - purrr | house | dogs are OK - wooof | laundry on site | off-street parking,23
"Clubhouse, Garden, Resident Functions","$1,749",,2,,804,https://sfbay.craigslist.org/eby/apa/d/san-pablo-clubhouse-garden-resident/7921037795.html,7921037795,2026-03-13T13:11:54-0700,2026-04-05T19:33:19-0700,3811 Lakeside Dr,37.983432,-122.332305,apartment,laundry on site,off-street parking,"3811 Lakeside Dr, Richmond, CA 94806 Bedrooms: 2 Bathrooms: 1 Square Feet: 804 Rent Price: 1749 At Heritage Park at Hilltop, a 55+ Senior Affordable Community, we offer quality and a convenient location at an affordable price. Our apartments include a wide range of amenities that provide you the comfort and convenience you're looking for, including a sparkling pool, private patios and balconies, a beautiful clubhouse with regularly hosted activities, and gated parking. Please contact us at show contact info for more information. We're happy to help move you in. Professionally Managed by Cirrus Asset Management, Inc., CA- License #01834798 Amenities Include: BBQ/Picnic Area 55 or Older Age Restriction Resident Functions Near 880 Freeway On-Site Management Laundry Facilities Electric Range Library Patio/Balcony Pool Carport On-Site Maintenance Call: show contact info For more information, visit us at: https://cirrusmgmt.com/6afvwugt/heritage-park-at-hilltop This is a 55 or Older Community. Pricing and availability are subject to change.",2BR / 1Ba | 804ft2 | rent period: | monthly | apartment | laundry on site | off-street parking,9
THE COMMUTER’S EDGE*Exactly 60 Seconds from the Platform,$900,,,,295,https://sfbay.craigslist.org/eby/apa/d/oakland-the-commuters-edgeexactly-60/7925873800.html,7925873800,2026-04-05T19:00:12-0700,,825 6th Ave,37.792849,-122.245295,apartment,,attached garage,"ArtHaus Six Where Design, Community, and Convenience Meet in Oakland Welcome to ArtHaus Six, a thoughtfully designed apartment community in the heart of Oakland, steps from Laney College and the Oakland Estuary. Located in a vibrant neighborhood rich with culture, cuisine, and creative energy, ArtHaus Six offers a perfect blend of modern comfort and inspiring design. Each studio apartment is move-in ready, available in furnished and unfurnished layouts, and features private kitchenettes with quartz countertops, abundant built-in storage, vinyl flooring, and large double-paned windows that fill your home with natural light. Select units include private patios or balconies for outdoor enjoyment. The community itself is a centerpiece of creativity, featuring a custom mural by renowned Oakland artist Favianna Rodriguez, communal kitchens, and spaces designed for connection and collaboration. Stay active, meet neighbors, and enjoy the conveniences of city living without compromise. With on-site parking for select units, easy access to BART and AC Transit, and a central location near Oakland's restaurants, shops, and cultural hubs, ArtHaus Six offers the perfect Oakland lifestyle. Apartment Features Private kitchenette with quartz countertops Individually controlled heating & AC Large double-paned windows with abundant natural light Vinyl flooring and built-in storage Private balcony/patio* Pet-friendly* Community Amenities Dedicated parking (subject to availability) Free on-site laundry for all residents Community kitchens with stainless steel appliances Bike storage in all common areas Package concierge via Luxer One Virtual doorman Secure building access via Latch Courtyard and social spaces ideal for networking and community Prime Oakland Location ArtHaus Six places you in a dynamic, arts-forward neighborhood with everything at your doorstep: Short walk to Laney College and Oakland Estuary Nearby AC Transit lines and BART for effor Unit: W/D, dishwasher, stainless ste",0BR / 1Ba | 295ft2 | open house dates: | sunday 2026-04-05 | monday 2026-04-06 | tuesday 2026-04-07 | application fee details: | $29 per background check. | broker fee details: | North Point Realty Group - Lic. 00 644 1 2 8 | listed by: | Kevin S. Miller - Sunset Properties DRE#: 02 08 8 4 9 3 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d hookups | attached garage | wheelchair accessible | air conditioning,11
"Embrace a new era of living: Our 1 BR, 670 Sq Ft will inspire you.","$2,239",,1,,670,https://sfbay.craigslist.org/eby/apa/d/pleasant-hill-embrace-new-era-of-living/7924120010.html,7924120010,2026-03-28T10:09:06-0700,2026-04-05T19:25:13-0700,142 Fig Tree Ln,37.993084,-122.094430,apartment,,carport,"Maris at Martinez 142 Fig Tree Ln Martinez, CA 94553 Monthly Price: $2239 - $3676 *Optional and usage-based charges not included. Contact office to confirm pricing details and included fees. Bedrooms: 1 - 2 Bathrooms: 1 Square Footage: 670 - 903 sq ft Call us today! show contact info Features in this apartment home: ❖ In-home washer and dryer ❖ Private balcony or patio About the community: ""Currently fully leased. Accepting inquiries for future available apartment homes.” Nestled in the coveted East Bay Area, Martinez is the ideal spot for home base. Maris at Martinez offers convenient living options just minutes from all the shopping, dining, and recreation options you could ever desire. Infamous locations like the West Wind Solana Drive-In, Mr. Pickles Sandwich Shop, and the California Grand Casino are just a few of the options available to you. Plus, entertainment hotspots like Six Flags Hurricane Harbor and Pixieland Amusement Park are just within reach. Not to mention immediate access to Concord and State Route 4 putting the entire Bay Area in your backyard, where endless opportunities await! Amenities at our property: ❖ 5.45 acres of lush landscaped grounds ❖ Immediate access to State Route 4 ❖ Onsite playground ❖ Relaxing resort-style pool and sundeck ❖ Resident social lounge ❖ State-of-the-art fitness center ❖ Co-working lounge with complimentary Wi-Fi ❖ Pet friendly (breed restrictions apply) ❖ Terrace featuring barbecue pavilion and firepit ❖ Virtual moving concierge - Complimentary address change, set up home services and digital moving announcements Additional information: Call us today! show contact info Terms: 3-Month, 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month Pets: Dogs and cats are welcome at our community. All pet residents must have their health check, shots and be spayed or neutered upon move-in. A signed Animal Addendum is required to be on file at our leasing office",1BR / 1Ba | 670ft2 | application fee details: | $50 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | carport | no smoking | air conditioning,19
Bright 1BD 1BA rental with fresh interiors,"$1,500",,1,,515,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-1bd-1ba-rental/7925874277.html,7925874277,2026-04-05T19:05:21-0700,,1188 Mission St,37.777580,-122.413003,apartment,,attached garage,"Step into a warm and welcoming apartment where natural light creates a cheerful and comfortable atmosphere. The interior feels open and refreshing, offering a pleasant space that is easy to enjoy throughout the day. The design keeps things simple while maintaining a clean and inviting look. The layout is designed to allow smooth movement between areas. Each section connects naturally, making it easy to navigate the space while keeping daily routines organized and efficient. The kitchen offers a practical and convenient space for cooking and preparation. With accessible storage and easy-to-clean surfaces, it helps maintain a tidy and functional environment. The living area is flexible and comfortable, allowing you to arrange the space according to your needs. It provides a relaxing setting for daily activities or quiet moments. The bedroom provides a calm and peaceful environment, offering a restful place to unwind. Durable finishes help maintain a neat appearance, while the surrounding community is quiet and well maintained, enhancing the overall living experience.","1BR / 1Ba | 515ft2 | open house dates: | monday 2026-04-06 | tuesday 2026-04-07 | wednesday 2026-04-08 | application fee details: | Refundable $55 app $150 holding fee | broker fee details: | Gallagher & Lindsey, Inc. - Lic. 00854412 | listed by: | Marcus T. Hudson - Bay View Leasing DRE#: 0 31 77 6 4 0 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | attached garage | air conditioning | EV charging",8
"1/bd 1/ba, Vertical Blinds, Hardwood Floors","$2,290",,1,,750,https://sfbay.craigslist.org/eby/apa/d/fremont-bd-ba-vertical-blinds-hardwood/7923734419.html,7923734419,2026-03-26T13:15:20-0700,2026-04-05T19:24:06-0700,4401 Central Avenue,37.560500,-121.999900,apartment,laundry on site,carport,"Bedrooms: 1 Bathrooms: 1 Square Feet: 750 Date Available: 2026-04-11 Address: 4401 Central Avenue Experience the best of Bay Area living at Ladera Woods. Our apartment community is situated in the heart of Fremont, California. Your favorite restaurants, shopping, and entertainment venues are right outside your door. A variety of recreational activities are just minutes away at Quarry Lakes and Alameda Creek Trail. Close proximity to I-880 ensures your commute will be a breeze. Amenities Include: Washer and Dryer in Home Vertical Blinds Vinyl Plank Flooring Carpeted Floors Easy Access to Freeways and Shopping Balcony or Patio Pet Friendly Cable Ready Granite Countertops Microwave Hardwood Floors Mini Blinds Call: show contact info For more information, visit us at: https://liveklingbeil.com/g6qi2hfe/ladera-woods *Pricing and availability subject to change at any time; rent ranges reflected are estimates. Any specials, offers or promotions displayed are valid for new applicants only; terms and conditions apply. Any specials, offers, promotions or events are subject to change or expiration at any time; information is not guaranteed to be accurate or timely due to syndication delays or other technical/programming reasons. Please contact leasing office for the most up-to-date information. Credit/background screening and application approval is required. Renderings are an artist's conception and are intended only as a general reference. Features, materials, finishes and layout of subject unit may be different than shown in images.",1BR / 1Ba | 750ft2 | available apr 11 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | laundry on site | carport | wheelchair accessible | air conditioning,10
MOVE IN READY- CALL TODAY + By Annadel State Park - Luxury 2B,"$2,250",,2,,,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-move-in-ready-call-today-by/7921457612.html,7921457612,2026-03-15T16:26:51-0700,2026-04-05T19:22:16-0700,1521 Range Ave,38.453256,-122.731600,apartment,,off-street parking,"1521 Range Ave Santa Rosa CA 95401 Santa Rosa Oaks offers thoughtfully designed apartments that blend modern finishes with bright, open living spaces. Residents can enjoy upscale features such as stainless steel appliances, quartz countertops, and elegant plank flooring throughout their units. The community emphasizes comfort and convenience, providing gated access, central heating and air, and resident-exclusive amenities for a relaxed lifestyle. The renovated two-bedroom floor plans cater to those seeking both style and functionality, while in-unit washers and dryers add to the ease of daily living. Supported by a dedicated management and maintenance team, Santa Rosa Oaks creates an inviting environment where residents can truly feel at home in the heart of Sonoma County. Microwave Disposal Dishwasher Convenient to Shopping Quartz Countertops Gas Range Easy Access to Hwy 101 & 12 show contact info Santa Rosa Oaks Located in California's renowned Wine Country, Santa Rosa offers a prime setting with easy access to local attractions and scenic escapes. The area boasts a vibrant downtown centered around Old Courthouse Square, with charming shops, dining options, and entertainment. Outdoor enthusiasts appreciate nearby parks such as Spring Lake Regional Park and Trione-Annadel State Park, perfect for hiking and outdoor recreation. The community's location provides convenient access to major highways like US 101 and SR 12, making it easy to explore neighboring towns such as Healdsburg and Sebastopol, or visit renowned wineries. With a lively cultural scene, historic sites like Railroad Square, and iconic attractions like the Charles M. Schulz Museum, Santa Rosa offers an enriching lifestyle surrounded by natural beauty and vibrant community life.",2BR / 1Ba | available now | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | off-street parking | no smoking | wheelchair accessible | air conditioning,14
"1 Month Free, Close to BART, Reserved Parking","$2,499",,2,,918,https://sfbay.craigslist.org/eby/apa/d/hayward-month-free-close-to-bart/7925495478.html,7925495478,2026-04-03T16:31:45-0700,2026-04-05T19:21:57-0700,2275 Grove Way,37.683836,-122.075706,apartment,,off-street parking,"2275 Grove Way, Hayward, CA 94546 We don't just rent apartments. From the moment you walk through the front door you'll feel the comfort that makes our residents happy to call us home. Cutting edge amenities, meticulously-groomed grounds, and a dedicated staff contributes to a higher standard of living. Convenient shopping, award-winning schools, local museums and parks are all close at hand, with sponsored activities to develop new hobbies while getting to know your neighbors. Amenities Include: Positive Credit Reporting Available Assigned Parking Sparkling Pool Plank Flooring Onsite Laundry Facilities Walk Score 81 Gated Community Stackable Washers & Dryers Mirrored Closet Doors Spacious Porches or Private Yards Stainless Steel Appliances Call: show contact info For more information, visit us at: https://liveblvdresidential.com/d7zncg7u/terra-castro-valley To ensure a timely reply, contact us at the number listed above or submit a guest card via our community website Equal Housing Opportunity. Photos shown may not be of exact unit(s) available. This property is managed by BLVD Residential, DRE #01525794.",2BR / 1.5Ba | 918ft2 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | off-street parking | no smoking,7
Off Piedmont Ave. 3 BR 1.5 bath house,"$4,250",,3,,1150,https://sfbay.craigslist.org/eby/apa/d/oakland-off-piedmont-ave-br-15-bath/7925875870.html,7925875870,2026-04-05T19:21:04-0700,,John near Piedmont Ave,37.848714,-122.252598,house,,off-street parking,"Upper floor of house  1/2 block off Piedmont Avenue  right by Piedmont Avenue Elementary school (K-5). Walking distance to all Piedmont Avenue shops and dining. 3 bedrooms (carpet flooring), living room/dining room (hardwood floor); kitchen with all new applicances:  gas stove, dishwasher, fridge, and washer/dryer.   One full bath.   One half bath (toilet and sink) off 3rd bedroom. Small back yard with compact patio, patio table and chairs with umbrella.   Side gated yard, nice for kids to play, or to do a bit of gardening if you like. Driveway parking space for one compact car (about up to Prius size) $4250 per month.  $8500 to move in. Available April 13th. One year lease minimum. Call Bob to apply show contact info . This is a no-smoking property.  No pets please.",3BR / 1.5Ba | 1150ft2 | available apr 13 | rent period: | monthly | house | w/d in unit | off-street parking | no smoking,11
"Pet friendly, Emergency maintenance, Entry closet","$2,535",,2,,1018,https://sfbay.craigslist.org/eby/apa/d/hayward-pet-friendly-emergency/7922388996.html,7922388996,2026-03-20T06:16:19-0700,2026-04-05T19:19:28-0700,22160 Center Street,37.701500,-122.078200,apartment,laundry on site,carport,"22160 Center Street, Castro Valley, CA 94546 You will find everything you need at Creekside Terrace.  You’ll find 1, 2 & 3 bedrooms apartment homes that offer modern appliances and plenty of storage, pantry, and closet space. Our 52 apartment unit community offers many amenities for you to take advantage of including our sparkling swimming pool and fitness center complete with men’s and women’s sauna. Feel like staying in? Unwind after a long day by sitting on your private patio shaded by one of our property’s many towering redwood trees. Amenities Include: Fireplace Gated community Dual sink vanities USB charging outlets Dog park Walk-in closets Paperless lease signing Emergency maintenance Courtyard fountain Non-smoking community Private balcony/patio Controlled access building Call: show contact info For more information, visit us at: https://livewres.com/ek2jgdgg/creekside-terrace *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Contact us today for the most up-to-date information!",2BR / 2Ba | 1018ft2 | rent period: | monthly | apartment | laundry on site | carport,10
"Large Closets, 7 Card System Laundry Facilities, 1B/1B","$2,272",,1,,670,https://sfbay.craigslist.org/eby/apa/d/union-city-large-closets-card-system/7923281927.html,7923281927,2026-03-24T12:12:29-0700,2026-04-05T19:19:03-0700,34077 Paseo Padre Pkwy,37.576646,-122.039675,apartment,laundry on site,carport,"34077 Paseo Padre Pkwy, Fremont, CA 94555 Come home to the quiet and comfort of Northgate Apartments. All of our apartments for rent in Fremont, CA, have private patios or decks. Interiors feature plush carpeting, vertical blinds, ceiling fans, and cable hookups. Newly remodeled kitchens offer microwaves, gas ranges, and frost-free refrigerators. Residents have use of seven laundry rooms and reserved covered parking. Enjoy a park-like setting in one of Fremont's best neighborhoods. This gated community is conveniently located near 880, Northgate Park, shopping, and schools. Please call for an appointment today. Unit Amenities: Disposal Patio/Balcony Microwave Large Closets Dishwasher Granite Countertop Efficient Appliances *In Select Homes Community Amenities: Picnic & BBQ Area Gated Community 7 Card System Laundry Facilities Reserved Covered Parking Hot Tub Swimming Pool Call: show contact info Website: https://livecushwake.com/7uwevh4n/northgate-apartments DRE# 1973501 Professionally Managed by Cushman & Wakefield Equal Opportunity Housing Provider.",1BR / 1Ba | 670ft2 | available apr 13 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | laundry on site | carport | no smoking | wheelchair accessible,10
"Expansive Closets, Ceiling Fans, Roller Shades","$3,829",,1,,829,https://sfbay.craigslist.org/sby/apa/d/cupertino-expansive-closets-ceiling/7924586152.html,7924586152,2026-03-30T15:03:42-0700,2026-04-05T19:18:57-0700,19608 Pruneridge Ave,37.332689,-122.015996,apartment,,attached garage,"19608 Pruneridge Ave, Cupertino, CA 95014 Find the balance you’ve been dreaming of at Arioso. Our beautifully renovated apartment community has everything on your wish list in a stellar location next to Apple Park and I-280 in the heart of Silicon Valley. Indulge in a modern and well-appointed one or two bedroom home and revel in a full range of community amenities including a fully equipped fitness center, a glamorous Hollywood-style pool, and more. For upscale living with ultimate convenience in Cupertino, your destination is Arioso. Apartment Features: Central Heating & Air Conditioning Spacious Floor Plans Dishwasher Roller Shades Stainless-Steel Kitchen Appliances Ceiling Fans Quartz Countertops Expansive Closets Balcony or Patio In-Home Washer & Dryer Community Features: Gated Community with Subterranean Parking Smoke and Vapor-Free Community Swimming Pool, Spa, and Cabanas Pet-Friendly Community Business Center Outdoor Barbecue & Picnic Areas On-Site Management Digital Payment Options through BILT® Fitness Center Kids’ Playground Call: show contact info For more information, visit us at: https://livepui.com/yzpydgac/arioso Pricing and availability are subject to change.",1BR / 1Ba | 829ft2 | available now | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | attached garage | no smoking | air conditioning,10
"Elevator building, Pet friendly, 1 bedroom","$2,425",,1,,703,https://sfbay.craigslist.org/eby/apa/d/hayward-elevator-building-pet-friendly/7922489537.html,7922489537,2026-03-20T13:02:26-0700,2026-04-05T19:18:35-0700,44 Harder Road,37.637400,-122.067000,apartment,laundry on site,carport,"44 Harder Road, Hayward, CA 94544 The Woodlark is a small apartment community well located near highways 880 and 92. Our recently renovated apartment homes feature stainless steel appliances, stone countertops, hardwood-like flooring, two-tone paint, and modern finishes. All of our 1 & 2 -bedroom residences include a private patio or balcony, covered parking, and plenty of storage space. The community is well landscaped, features a refreshing swimming pool, has on-site laundry care facilities, and gated parking areas. Amenities Include: AT&T u-verse fiber internet USB charging outlets Energy efficient double paned windows Paperless lease signing Designer kitchen faucet Controlled access building Swimming pool Beautiful courtyard views Lush landscaping Entry closet Quartz countertops Gated community Call: show contact info For more information, visit us at: https://livewres.com/lhfneuiq/woodlark *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Contact us today for the most up-to-date information!",1BR / 1Ba | 703ft2 | available now | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | laundry on site | carport | no smoking,10
"In Union City, Spacious Walk-In Closets, 3/bd","$3,636",,3,,1119,https://sfbay.craigslist.org/eby/apa/d/union-city-in-union-city-spacious-walk/7924989959.html,7924989959,2026-04-01T12:05:41-0700,2026-04-05T19:18:13-0700,31770 Alvarado Blvd,37.592854,-122.071716,apartment,,carport,"Lease with Confidence! Ask about our 30-Day Move-in Satisfaction Guarantee and Renter’s Assurance Programs. 31770 Alvarado Blvd, Union City, CA 94587 Contemporary apartment living is yours to enjoy at Sofi Union City. Situated near Ardenwood Elementary School, we offer one, two, and three bedroom apartments for rent in Union City, California. Your new home boasts an open and thoughtful floor plan, complete with ample natural light and a variety of interior highlights. Refresh your living space with custom climate control and individual air conditioning, and prepare your culinary specialties on your sleek stainless-steel appliances. When you want to get moving, visit the fully equipped fitness center or go for a swim in the resort-style outdoor swimming pool. Living your best life is easy at Sofi Union City. Apartment Features: Wood-Style Flooring Glass Tile Kitchen Backsplashes Private Balcony or Patio Pet-Friendly – Cats & Dogs Welcome! Granite-Inspired Countertops Energy-Efficient Appliances & Dishwasher Ceiling Fan Dedicated Dining Room Area Air Conditioning Spacious Walk-In Closets Community Features: Online Payments Accepted Resort-Style Swimming Pool with Spa & Sundeck Fully-Equipped Fitness Center Professionally Landscaped Courtyards Laundry Facilities Onsite High-Speed Internet Access Available Virtual Moving Concierge Cozy Fire Pit Onsite Recycling Center EV Charging Stations Call: show contact info For more information, visit us at: https://livepui.com/4ntyusg2/sofi-union-city Pricing and availability are subject to change.",3BR / 1.5Ba | 1119ft2 | available now | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | carport | no smoking | air conditioning,10
"1720 12th Ave, Gym, Parking, Washer/Dryer","$1,200",,,,480,https://sfbay.craigslist.org/eby/apa/d/oakland-th-ave-gym-parking-washer-dryer/7925873286.html,7925873286,2026-04-05T18:54:12-0700,,1720 12th Ave,37.792849,-122.245295,apartment,,attached garage,"Welcome home to The Chase Apartment Homes! Our apartments in Oakland allow you to reside in comfort and convenience while exploring the unique and dynamic culture of our neighborhood. Great amenities, desirable services, and a well-connected address allow you to indulge in all the urban conveniences you want without giving up on the peace and quiet you deserve. Inside unit: washer/dryer, dishwasher, stainless steel appliances, granite counters, subway tile backsplash, hardwood floors, AC and heat, walk-in closet, balcony. Building amenities: gym, key fob entry, concierge, elevators, rooftop lounge, shared outdoor spaces. On-site and off-street parking. Cats and dogs welcome. Water and trash included. High-speed internet, cable, and satellite TV available separately. No application fee before viewing. One-year lease minimum. Reply with your rental history and move timeline.",0BR / 1Ba | 480ft2 | open house dates: | sunday 2026-04-05 | monday 2026-04-06 | tuesday 2026-04-07 | application fee details: | $29 per background check. | broker fee details: | North Point Realty Group - Lic. 00 644 1 2 8 | listed by: | Kevin S. Miller - Sunset Properties DRE#: 02 08 8 4 9 3 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d hookups | attached garage | wheelchair accessible | air conditioning,14
"Brix 325 Apartments - Eco-friendly, green, sustainable design.","$2,636",,2,,1052,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-brix-325-apartments-eco/7922032259.html,7922032259,2026-03-18T11:15:09-0700,2026-04-05T19:17:08-0700,325 Yolanda Ave,38.413722,-122.711812,apartment,,carport,"Brix 325 Apartments 325 Yolanda Ave Santa Rosa, CA 95404 Monthly Price: $2636 - $4266 *Optional and usage-based charges not included. Contact office to confirm pricing details and included fees. Bedrooms: 2 Bathrooms: 2 Square Footage: 1052 sq ft Call us today! show contact info 2 months FREE if leased by 4/19/26!* *RESTRICTIONS APPLY. CONTACT US FOR DETAILS. Features in this apartment home: ◾ Air conditioning with programmable thermostat ◾ CUVEE DESIGN PACKAGE: Featuring high gloss white upper and lower cabinets, brick pattern backsplash, and snow-white polished quartz countertops. ◾ Front-loading washer and dryer ◾ Furnished apartments available ◾ Private balcony or patio ◾ Stainless steel appliances including built-in microwave, refrigerator, and dishwasher ◾ VARIETAL DESIGN PACKAGE: Featuring grey elm upper and lower cabinets, white subway tile backsplash and snow-white polished quartz countertops. ◾ Wheelchair Access in Select Units ◾ Wood-style plank flooring ◾ Ceiling fans in living areas and bedrooms ◾ Keyless smart lock technology ◾ Oversized double pane windows ◾ Oversized walk-in closets ◾ Polished quartz countertops ◾ Subway tile kitchen backsplash ◾ White subway tile bath surround About the community: Our 1, 2, & 3 bedroom layouts can easily accommodate you and your loved ones - furry friend included! Brix 325 features spacious layouts, private patios/balconies, wood-style flooring, ample storage spaces, and keyless smart lock technology. Outside your new home, a veritable oasis of tranquility awaits with nearby retail and dining options just outside your front door. Come see for yourself why were one of the top options when it comes to rentals in Santa Rosa! Amenities at our property: ◾ Built to green building standards with solar power available to all units ◾ Controlled-access bike storage ◾ Co-working lounge with complimentary Wi-Fi ◾ Indoor/outdoor fitness center with free weights and cardio machines ◾ Relaxing resort-style pool with sundeck ◾ Rese",2BR / 2Ba | 1052ft2 | available now | application fee details: | $50 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | furnished | carport | no smoking | wheelchair accessible | air conditioning | EV charging,25
Private entrance and private bath,"$1,498",,1,,,https://sfbay.craigslist.org/eby/apa/d/san-pablo-private-entrance-and-private/7925871563.html,7925871563,2026-04-05T18:36:03-0700,,,37.972400,-122.336900,apartment,laundry on site,carport,"Bright clean room with it's own separate entrance and many windows. It's locate in a nice subdivision newer home community. Close to freeway and public transportation. Bus and carpool to SF directly nonstop in about 35 min. 15-20 min to Berkeley. Easy access to Martinez, Concord, Walnut Creek, Richmond, El Cerrito, Vallejo, Benicia and Fairfield. We are looking for: -Student or young full time working professional -Clean up after yourself -Be on time with payment of rent -Quiet, light cooking, no smoking, no pets, no drugs -Good credit If you are interested please respond with a brief introduction of yourself and phone#. Thank you!",1BR / 1Ba | rent period: | monthly | apartment | laundry on site | carport,0
"1bd 1ba, Close to Shopping, Close to Public Transportation","$1,695",,1,,660,https://sfbay.craigslist.org/eby/apa/d/antioch-1bd-1ba-close-to-shopping-close/7925196275.html,7925196275,2026-04-02T11:05:31-0700,2026-04-05T19:14:37-0700,2800 Gentrytown Dr,37.996037,-121.838551,apartment,laundry on site,carport,"2800 Gentrytown Dr, Antioch, CA 94509 We don't just rent apartments. From the moment you walk through the front door you'll feel the comfort that makes our residents happy to call us home. Cutting edge amenities, meticulously-groomed grounds, and a dedicated staff contributes to a higher standard of living. Convenient shopping, award-winning schools, local museums and parks are all close at hand, with sponsored activities to develop new hobbies while getting to know your neighbors. Amenities Include: Online Service Requests Dishwasher On-Site Maintenance Ceiling Fan Carpeted Online Payments Available Pet Friendly Close to Shopping Close to Freeway In-Unit Laundry Positive Credit Reporting Available Close to Schools Call: show contact info For more information, visit us at: https://liveblvdresidential.com/lvtnr2ds/parkview-villageThis property is managed by BLVD Residential, DRE #01525794",1BR / 1Ba | 660ft2 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | laundry on site | carport | no smoking | air conditioning,7
Don’t wait. Get your dream apartment today.,"$1,834",,1,,525,https://sfbay.craigslist.org/eby/apa/d/pleasant-hill-dont-wait-get-your-dream/7923665474.html,7923665474,2026-03-26T09:09:00-0700,2026-04-05T19:13:47-0700,100 Boyd Road,37.954000,-122.073700,apartment,laundry on site,carport,"100 Boyd Road, Pleasant Hill, CA 94523 Presenting an exciting multi-million-dollar renovation, 100 Boyd provides cutting-edge amenities designed to elevate your standard of living, from a state-of-the-art fitness center to a modern community room. A full landscape revamp offers a vibrant atmosphere that encourages rest and relaxation, and our newly renovated apartments deliver the true comfort of home. 100 Boyd additionally boasts the perfect location right in the heart of downtown. The City of Pleasant Hill is a major suburb that was included on 24/7 Wall Street's list of ""America's 50 Best Cities to Live In."" Close by, you'll find a charming mix of unique shops, services and restaurants and best of all, getting around is easy with the BART Station just one mile away and our close proximity to the 680 Freeway. Come in today so you can have your pick of one of our beautifully renovated one bedroom apartment homes. Features Include: BBQ Area Laundry Facility Fitness Center Business Center Clubhouse Call: show contact info For more information, visit us at: https://livegkmanagement.com/5hvuffim/100-boyd Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Contact us today for the most up to date information.",1BR / 1Ba | 525ft2 | available now | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | laundry on site | carport | no smoking | wheelchair accessible,14
